beer_id_beerAdvocate,beer_name_beerAdvocate,brewery_id_beerAdvocate,brewery_name_beerAdvocate,beer_id_rateBeer,beer_name_rateBeer,brewery_id_rateBeer,brewery_name_rateBeer,similarity
2942,Ten Pin Porter!,923,Ska Brewing Co.,2779,SKA Ten Pin Porter,486,SKA Brewing,0.97
57381,Cambridge House Rocky Red To Dublin,6578,The Cambridge House,121028,The Cambridge House Rocky Red to Dublin,5768,The Cambridge House,0.97
54940,Cambridge House Lil' Dipper SIPA,6578,The Cambridge House,115373,The Cambridge House Lil' Dipper SIPA,5768,The Cambridge House,0.97
71058,Dark Apparition - Nano Bourbon,1432,Jackie O's Pub & Brewery,127732,Jackie-Os Dark Apparition Nano Bourbon,3234,Jackie-Os Pub and Brewery,0.97
15319,Cerveza De Santa Rosa Chile Ale,3776,Third Street Aleworks,51933,Third Street Aleworks Cerveza de Santa Rosa Chile Ale ,246,Third Street Aleworks,0.97
61809,Bourbon Barrel-Aged Black Betty,1432,Jackie O's Pub & Brewery,90536,Jackie-Os Bourbon Barrel Aged Black Betty,3234,Jackie-Os Pub and Brewery,0.97
13803,Freyung´s Weisse,1488,Brauerei Göller Zur Alten Freyung,24317,Göller Freyungs Weisse,2943,Brauerei Göller,0.97
55726,Shiner 101 Czech Style Pilsner,143,Spoetzl Brewery,115499,Shiner 101 Czech-Style Pilsner,149,Spoetzl Brewery (Gambrinus Company),0.97
72499,Oil Of Aphrodite - Chocolate Cherry,1432,Jackie O's Pub & Brewery,152863,Jackie-Os Oil Of Aphrodite Chocolate Cherry,3234,Jackie-Os Pub and Brewery,0.97
33517,Les Brasseurs Du Hameau D'Ham Rousse,14916,Les Brasseurs du Hameau,121033,Les Brasseurs du Hameau DHam Rousse Bitter,6764,Les Brasseurs du Hameau,0.97
50711,Oak Aged Burly Friar Barleywine,603,Church Brew Works,136599,Church Brew Oak-Aged Burly Friar Barleywine,620,Church Brew Works,0.97
56206,Les Brasseurs Du Hameau Ramdham Citron,14916,Les Brasseurs du Hameau,109476,Les Brasseurs du Hameau Ramdham Citron,6764,Les Brasseurs du Hameau,0.97
74783,Lips Of Faith - Prickly Passion Saison,192,New Belgium Brewing,157866,New Belgium Lips of Faith - Prickly Passion Saison,77,New Belgium Brewing Company,0.97
53541,White Birch Barrel Aged Tripel,20417,White Birch Brewing,111530,White Birch Barrel-Aged Tripel,10775,White Birch Brewing,0.97
59394,Tripel De Lente Sauternes Barrel,8264,Nørrebro Bryghus,122069,Nørrebro Tripel de Lente Sauternes Barrel,3992,Nørrebro Bryghus,0.97
77004,Dirtier Bird,25370,Finch's Beer Company,156692,Finch's Dirtier Bird Barrel Aged Doppelbock,12636,Finch's Beer Company,0.97
13891,Vervifontaine Bière Du Fagnard Rousse (aka Red),772,Brasserie Vervifontaine,3748,Vervifontaine Bière du Fagnard Rousse,644,Brasserie de Vervifontaine,0.97
61476,Pilsener 11°,21905,Brasserie Tchequébec,118658,Tchequebec Pilsener 11°,11395,Brasserie Tchequebec,0.97
74093,Pilsener 12°,21905,Brasserie Tchequébec,129909,Tchequebec Pilsener 12°,11395,Brasserie Tchequebec,0.97
31747,Super Des Fagnes Malte à Whisky,2429,Brasserie Des Fagnes,56839,Super des Fagnes Malte à Whisky,668,Brasserie des Fagnes,0.97
39885,Abbaye Du Cateau Vivat Blonde,16445,Brasserie De L?Abbaye Du Cateau,71140,Abbaye du Cateau Vivat Blonde ,5503,Brasserie de l'Abbaye du Cateau,0.97
72579,Barrel Aged Ken Schmidt/Maui/Stone Kona Coffee Macadamia Coconut Porter,147,Stone Brewing Co.,109050,Ken Schmidt Maui Stone Kona Coffee Macadamia Coconut Porter,76,Stone Brewing Co.,0.97
42126,Belgian-style Coriander Saison,16389,Destihl Restaurant & Brew Works,86537,Destihl Belgian-Style Coriander Saison,9189,Destihl Restaurant and Brew Works,0.97
7706,English Brown Ale,3066,Gottberg Brewpub,40248,Gottberg English Brown Ale,4021,Gottberg Brew Pub,0.97
3606,Weltenburger Kloster Asam-Bock,1315,Klosterbrauerei Weltenburg,4025,Weltenburger Kloster Asam Bock,689,Klosterbrauerei Weltenburg,0.97
7702,Tin Lizzie Wheat,3066,Gottberg Brewpub,40247,Gottberg Tin Lizzie Wheat,4021,Gottberg Brew Pub,0.97
7322,All American Lager,3066,Gottberg Brewpub,27226,Gottberg All American Lager,4021,Gottberg Brew Pub,0.97
25229,Impromptu Pale Ale,3066,Gottberg Brewpub,28733,Gottberg Impromptu Pale Ale,4021,Gottberg Brew Pub,0.97
77049,Scratching Hippo,27934,Adelbert's Brewery,162569,Adelbert's Scratching Hippo,13901,Adelbert's Brewery,0.97
4747,Moosekiller Barley Wine Style Ale,487,Tampa Bay Brewing Co.,18415,Tampa Bay Moosekiller Barley-Wine Style Ale,3014,Tampa Bay Brewing Co.,0.97
71810,MoJo Belgian Style Abbey Dubbel,24445,Haymarket Pub & Brewery,150803,Haymarket Mojo Belgian Style Abbey Dubbel,12457,Haymarket Pub & Brewery,0.97
75393,Leapin' Lizards India Pale Ale,6339,The Dodging Duck Brewhaus,156713,Dodging Duck Leapin' Lizards India Pale Ale,3509,Dodging Duck Brewhaus,0.97
39722,St. Nikolaus Bock Bier - Brewer's Reserve,125,Pennsylvania Brewing Company,82064,Penn St. Nikolaus Bock Bier Brewers Reserve,557,Pennsylvania Brewing Company,0.97
39744,Wee Heavy-est Belgian Scotch Ale,2455,French Broad Brewing Co.,81069,French Broad Wee-Heavy-est Belgian Scotch Ale,2879,French Broad Brewing Co.,0.97
38470,Stone Sublimely Self-Righteous Ale,147,Stone Brewing Co.,96858,Stone Sublimely Self Righteous Ale,76,Stone Brewing Co.,0.97
35339,Flat Earth Belgian-Style Pale Ale,15642,Flat Earth Brewing Company,68963,Flat Earth Belgian Style Pale Ale,8282,Flat Earth Brewing Company,0.97
68801,Single Hop Experience - Falconer's Flight,632,Triple Rock Brewery & Alehouse,141474,Triple Rock Single Hop Experience Falconers Flight,480,Triple Rock Brewery & Alehouse,0.97
74360,Cease And Desist Smoked Porter,24445,Haymarket Pub & Brewery,156167,Haymarket Cease and Desist Smoked Porter,12457,Haymarket Pub & Brewery,0.97
2363,Vervifontaine Bière Du Fagnard Blonde,772,Brasserie Vervifontaine,3746,Vervifontaine Bière du Fagnard Blonde,644,Brasserie de Vervifontaine,0.97
55071,Smuttynose Oak Aged Big A IPA (Big Beer Series),141,Smuttynose Brewing Company,115855,Smuttynose Oak-Aged Big A IPA,20,Smuttynose Brewing Company,0.97
23962,Church Key Black Velvet Elvis,2099,Church-Key Brewing Company,46960,Church-Key Black Velvet Elvis,1291,Church-Key Brewing,0.97
56090,Ladenburger Alt-Schwäbisch Dunkel,6784,Brauerei Ladenburger GmbH,61706,Ladenburger Alt Schwäbisch Dunkel,4875,Brauerei Ladenburger,0.97
12419,Church Key Cranberry Maple Wheat,2099,Church-Key Brewing Company,22920,Church-Key Cranberry Maple Wheat,1291,Church-Key Brewing,0.97
72612,The Witness,25370,Finch's Beer Company,152418,Finch's The Witness,12636,Finch's Beer Company,0.97
71882,Dirty Bird,25370,Finch's Beer Company,149799,Finch's Dirty Bird Doppelbock,12636,Finch's Beer Company,0.97
40032,Neumarkter Lammsbräu Winter-Festbier,4155,Neumarkter Lammsbräu,29584,Neumarkter Lammsbräu Winter Festbier,1704,Neumarkter Lammsbräu,0.97
62536,Mother Plucker (Fresh Hop IPA),9685,Amnesia Brewing,155986,Amnesia Mother Plucker Fresh Hop IPA,4887,Amnesia Brewing,0.97
33105,Blackfoot River Gold Organic Pale Ale,2253,Blackfoot River Brewing Company,8645,Blackfoot River Gold (Organic Pale Ale),1467,Blackfoot River Brewing,0.97
70288,Threadless IPA,25370,Finch's Beer Company,146272,Finch's Threadless IPA,12636,Finch's Beer Company,0.97
8223,Peter The Great Imperial Stout,1178,Great Waters Brewing,21978,Great Waters Peter the Great Imperial Stout,2502,Great Waters Brewing,0.97
5459,McHugh's Irish  Stout,1178,Great Waters Brewing,14242,Great Waters McHughs Irish Stout,2502,Great Waters Brewing,0.97
68277,Cut Throat,25370,Finch's Beer Company,140506,Finch's Cut Throat Pale Ale,12636,Finch's Beer Company,0.97
68276,Golden Wing,25370,Finch's Beer Company,140505,Finch's Golden Wing Blonde Ale,12636,Finch's Beer Company,0.97
47438,Stonehammer Oatmeal Coffee Stout,708,F&M Brewery,97262,F & M StoneHammer Oatmeal Coffee Stout,1090,F & M Brewery,0.97
74078,Big Sound Scotch Ale - Rum Barrel Aged,17981,Cigar City Brewing,155005,Cigar City Big Sound Scotch Ale Rum Barrel Aged,9990,Cigar City Brewing,0.97
61103,Oak-Aged Fritz Reserve Imperial Amber,13338,The Covey Restaurant & Brewery,128511,The Covey Oak Aged Fritz Reserve Imperial Amber,6647,The Covey Restaurant & Brewery,0.97
49968,Piebalgas Alus,13382,SIA Piebalga Alus,54266,Piebalgas Alus,2589,SIA Piebalgas Alus,0.97
67859,Barrel Aged Imperial Smoked Brown,2447,Coronado Brewing Company,133541,Coronado Barrel-Aged Imperial Smoked Brown,331,Coronado Brewing Company,0.97
74917,Arrogant Bastard Ale With Coconut,147,Stone Brewing Co.,147538,Stone Arrogant Bastard Ale with Coconut,76,Stone Brewing Co.,0.97
58963,Single Batch Series - Dark Wheat Project,23973,Sebago Brewing Company,125427,Sebago Single Batch Series Dark Wheat Project,1780,Sebago Brewing Company,0.97
58239,Single Batch Series - Milestone Ale,23973,Sebago Brewing Company,121257,Sebago Single Batch Series Milestone Ale,1780,Sebago Brewing Company,0.97
17493,Arcadia Berry White,454,Arcadia Brewing Company,35468,Arcadia Berry Whit,1109,Arcadia Brewing Company,0.97
42419,Single Batch Series - Barleywine,23973,Sebago Brewing Company,88187,Sebago Single Batch Series Barleywine,1780,Sebago Brewing Company,0.97
59696,Van Helsings All Natural Mouthwash,711,Alley Kat Brewing Company,124689,Van Helsing's All Natural Mouthwash,709,Alley Kat Brewing Company,0.9603
20305,Rock Art 80 Schilling Export Lager,1805,Rock Art Brewery,39968,Rock Art 80 Shilling Export Lager,640,Rock Art Brewery,0.9603
73983,Amsterdam Bushfire Smoked Maple Porter,769,Amsterdam Brewing Company,156226,Amsterdam Brushfire Smoked Maple Porter,1447,Amsterdam Brewing Company,0.9603
30719,BarrelHouse Boss Cox Double Dark IPA,1474,Barrel House Brewing Company,59181,Barrel House Boss Cox Double Dark IPA,316,Barrel House Brewing Company,0.9603
74346,Michelstädter Rathausbräu Schwartzbier,26965,Michelstädter Rathausbräu,16696,Michelstädter Rathausbräu Schwarzbier ,2856,Michelstädter Rathausbräu,0.9603
17038,Kuhnhenn A Few Schillings Too Many,2097,Kuhnhenn Brewing Company,33192,Kuhnhenn A Few Shillings Too Many,2594,Kuhnhenn Brewing,0.9603
40260,Blackberry-Juniper Wheat,1901,West Virginia Brewing Company,75487,West Virginia Blackberry Juniper Wheat,387,West Virginia Brewing Company,0.96
39246,Grains Of Wrath Double IPA,2099,Church-Key Brewing Company,79775,Church-Key Grains of Wrath Double IPA,1291,Church-Key Brewing,0.96
24623,Cuvée De Bouillon Blonde,4501,Brasserie De Bouillon / Le Marché De Nathalie,22716,Cuvée de Bouillon Blonde,1633,Brasserie de Bouillon,0.96
714,Casco Bay RipTide Red Ale,253,Casco Bay Brewing Co.,4718,Casco Bay Riptide Red Ale,288,Casco Bay Brewing (Shipyard Brewing Co.),0.96
69698,In De Wildeman Farmhouse IPA,68,Flying Dog Brewery,142380,Flying Dog In de Wildeman Farmhouse IPA,109,Flying Dog Brewery,0.96
50408,Stonehammer Maple Red Ale,708,F&M Brewery,103885,F & M StoneHammer Maple Red Ale,1090,F & M Brewery,0.96
50668,Papier (Rye Whiskey Barrel),16866,The Bruery,100673,The Bruery Papier (Rye Whiskey Barrel Aged)   ,9462,The Bruery,0.96
10938,Lower Da Boom Barleywine,735,21st Amendment Brewery,44543,21st Amendment Bourbon Barrel Lower da Boom Barleywine,1391,21st Amendment Brewery,0.96
8997,Reutberger Kloster Weisse,4154,Klosterbrauerei Reutberg,39618,Reutberger Kloster-Weisse,4525,Klosterbrauerei Reutberg,0.96
54059,Stoudts Winter Ale (2009-2010),394,Stoudts Brewing Co.,115089,Stoudts Winter Ale (2009),386,Stoudts Brewing Co.,0.96
45466,Church Key Tobacco Road,2099,Church-Key Brewing Company,94782,Church-Key Tobacco Road,1291,Church-Key Brewing,0.96
38461,"The Knights Who Say ""Nee"" ESB",1178,Great Waters Brewing,79900,Great Waters The Knights Who Say Nee ESB,2502,Great Waters Brewing,0.96
52077,A Little Sumpin' Extra! Ale,220,Lagunitas Brewing Company,109078,Lagunitas A Little Sumpin' Extra! Ale,1167,Lagunitas Brewing Company,0.96
47906,Church Key Brave New Wheat,2099,Church-Key Brewing Company,99094,Church-Key Brave New Wheat,1291,Church-Key Brewing,0.96
52992,Church Key Scarlet Pilsner,2099,Church-Key Brewing Company,110915,Church-Key Scarlet Pilsner,1291,Church-Key Brewing,0.96
5503,Church Key Ginger & Rosemary Spiced Ale,2099,Church-Key Brewing Company,8857,Church-Key Ginger & Rosemary,1291,Church-Key Brewing,0.96
68626,Church Key Sacred Saison,2099,Church-Key Brewing Company,143950,Church-Key Sacred Saison,1291,Church-Key Brewing,0.96
12610,Bière Du Père Fouettard,3668,Brasserie Henry,12390,Henry Bière du Père Fouettard,2215,Brasserie Henry,0.96
55388,Luxor Classic,19457,Egyptian International Beverages Company,54711,Luxor Classic Lager,6495,Egyptian International Beverages Co.,0.96
48207,Luxor Weizen,19457,Egyptian International Beverages Company,74725,Luxor Weizen,6495,Egyptian International Beverages Co.,0.96
24724,Dr Tim's Traditional Ale,491,Coopers Brewery Limited,33541,Coopers Dr. Tims Traditional Ale,280,Coopers Brewery,0.96
34727,MateVeza Organic Golden Ale,15886,Mateveza Brewing Company,67832,Mateveza Organic Golden Ale,11977,MateVeza Brewing Company,0.96
34957,Zoller-Hof Fürsten-Pils,6795,Brauerei Zoller-Hof,41532,Zoller-Hof Fürsten Pils,3774,Brauerei Zoller-Hof,0.96
16945,Abbaye De Malonne Brune,725,Brouwerij Haacht NV,6176,Abbaye de Malonne Brune,958,Haacht,0.96
47569,Never Mind The Bollekes!,14,Cambridge Brewing Company,102932,Cambridge Never Mind the Bollekes!,757,Cambridge Brewing Company,0.96
72565,Carmen With Cranberries,16866,The Bruery,152674,The Bruery Carmen with Cranberries,9462,The Bruery,0.96
24961,Pride Of Willoughby Porter,1154,Willoughby Brewing,47549,Willoughby Pride of Willoughby Porter,1101,Willoughby Brewing Co.,0.96
70685,Run B.M.C. With Lemon Zest,16866,The Bruery,148471,The Bruery Run B.M.C. with Lemon Zest,9462,The Bruery,0.96
20929,Twist Of Fate Bitter Ale,763,Moonlight Brewing Company,8548,Moonlight Twist of Fate Bitter Ale,1300,Moonlight Brewing Company,0.96
62248,Autumn Maple With Pine Cones,16866,The Bruery,131463,The Bruery Autumn Maple with Pine Cones,9462,The Bruery,0.96
64088,To Hell In A Hop Basket,23904,North Sound Brewing Company,135657,North Sound X Batch To Hell In a Hop Basket IPA,12139,North Sound Brewing Company,0.96
45635,Cascade Cuvée Du Jongleur,2391,Cascade Brewing / Raccoon Lodge & Brewpub,87514,Cascade Cuvée du Jongleur,2734,Cascade Brewing @ Raccoon Lodge,0.96
28426,Saint Sebastiaan (Specialty Brew) Oatmeal Stout,7538,St. Sebastiaan Belgian Microbrewery,56240,Saint Sebastiaan (Specialty Brew) Oatmeal Stout,4061,Saint Sebastiaan Belgian Microbrewery,0.96
71212,Valley Girl!,14,Cambridge Brewing Company,144383,Cambridge Valley Girl,757,Cambridge Brewing Company,0.96
15469,The Novice Light,7538,St. Sebastiaan Belgian Microbrewery,29106,Saint Sebastiaan The Novice Light ,4061,Saint Sebastiaan Belgian Microbrewery,0.96
9103,Super Des Fagnes Blonde,2429,Brasserie Des Fagnes,3912,Super des Fagnes Blonde,668,Brasserie des Fagnes,0.96
8178,De Ryck Christmas Pale Ale,3465,Brouwerij De Ryck,18514,De Ryck Christmas Pale-Ale,3093,Brouwerij De Ryck,0.96
14702,1731 Dark,7538,St. Sebastiaan Belgian Microbrewery,29109,Saint Sebastiaan 1731 Dark,4061,Saint Sebastiaan Belgian Microbrewery,0.96
46467,Cascade Vlad The Imp Aler,2391,Cascade Brewing / Raccoon Lodge & Brewpub,96273,Cascade Vlad the Imp Aler,2734,Cascade Brewing @ Raccoon Lodge,0.96
6940,Vervifontaine Bière Du Lion,772,Brasserie Vervifontaine,3749,Vervifontaine Bière du Lion,644,Brasserie de Vervifontaine,0.96
25205,Super Des Fagnes Griottes,2429,Brasserie Des Fagnes,50497,Super des Fagnes Griottes,668,Brasserie des Fagnes,0.96
44822,Paradisiac Black And Tan,771,Ferme Brasserie Schoune,91337,Schoune Paradisiac Black and Tan,902,Ferme Brasserie Schoune,0.96
50515,Big Sound Scotch Ale - Bourbon Barrel Aged,17981,Cigar City Brewing,106013,Cigar City Big Sound Scotch Ale Bourbon Barrel Aged ,9990,Cigar City Brewing,0.96
24339,Skip And Go Naked Oat Ale,1178,Great Waters Brewing,48096,Great Waters Skip and Go Naked Oat Ale,2502,Great Waters Brewing,0.96
68866,Idiot IPA With Hatch Chiles,2447,Coronado Brewing Company,138316,Coronado Idiot IPA with Hatch Chiles,331,Coronado Brewing Company,0.96
44162,Boot Knockin' Sock Rocker,13947,High & Mighty Beer Co.,91260,High & Mighty St. Hubbins Boot-Knockin Sock Rocker,11038,High & Mighty Beer Co,0.96
35534,St. Nicholas,5171,Durham Brewery Ltd,67449,Durham St Nicholas,731,Durham,0.96
56241,Hot And Sour Szechuan Ale,651,Ithaca Beer Company,118917,Ithaca Hot and Sour Szechuan Ale,603,Ithaca Beer Company,0.96
34230,Et Tu Brutus?,15196,Derventio Brewery Limited,80140,Derventio Et Tu Brutus,6732,Derventio,0.96
4744,Jack The Quaffer Porter,487,Tampa Bay Brewing Co.,25061,Tampa Bay Jack the Quaffer Porter,3014,Tampa Bay Brewing Co.,0.96
72497,Oil Of Aphrodite - Spumoni,1432,Jackie O's Pub & Brewery,152862,Jackie-Os Oil Of Aphrodite Spumoni,3234,Jackie-Os Pub and Brewery,0.96
72491,Pale Ale Miel Et Houblons,14916,Les Brasseurs du Hameau,152458,Les Brasseurs du Hameau Pale Ale Miel et Houblons,6764,Les Brasseurs du Hameau,0.96
68485,Lips Of Faith - Super Cru,192,New Belgium Brewing,142804,New Belgium Lips of Faith - Super Cru,77,New Belgium Brewing Company,0.96
58169,Johnny Johnny Fais-moi Malt,14916,Les Brasseurs du Hameau,107648,Les Brasseurs du Hameau Johnny Johnny Fais-moi malt,6764,Les Brasseurs du Hameau,0.96
75927,Oil Of Aphrodite - Kopi Luwak,1432,Jackie O's Pub & Brewery,160311,Jackie-Os Oil Of Aphrodite Kopi Luwak,3234,Jackie-Os Pub and Brewery,0.96
64162,Dark Apparition - Vanilla,1432,Jackie O's Pub & Brewery,135132,Jackie-Os Dark Apparition Vanilla,3234,Jackie-Os Pub and Brewery,0.96
70369,Double Dry Hopped Matriarch,1432,Jackie O's Pub & Brewery,148131,Jackie-Os Double Dry-Hopped Matriarch,3234,Jackie-Os Pub and Brewery,0.96
35113,Belgian-style Abbey Dubbel,603,Church Brew Works,69386,Church Brew Belgian-Style Abbey Dubbel,620,Church Brew Works,0.96
51716,Vienna  Lager,3768,Lunar Brewing,99107,Lunar Lacus Vienna Lager,3847,Lunar Brewing Company,0.96
72498,Oil Of Aphrodite - Coffee,1432,Jackie O's Pub & Brewery,152866,Jackie-Os Oil Of Aphrodite Coffee,3234,Jackie-Os Pub and Brewery,0.96
72496,Oil Of Aphrodite - Vanilla,1432,Jackie O's Pub & Brewery,152887,Jackie-Os Oil Of Aphrodite Vanilla,3234,Jackie-Os Pub and Brewery,0.96
19673,Ouessane Bière Aux Algues,9061,Brasserie Des Abers,36622,Abers Ouessane Bière aux Algues,3214,Brasserie des Abers,0.96
46658,La Mouska,17290,Brasserie d'Oc,61862,Brasserie d'Oc La Mouska,7352,Brasserie d'Oc,0.96
65905,Dark Apparition - Nano Rye,1432,Jackie O's Pub & Brewery,127729,Jackie-Os Dark Apparition Nano Rye,3234,Jackie-Os Pub and Brewery,0.96
65025,Dark Apparition - Nano Beans,1432,Jackie O's Pub & Brewery,135699,Jackie-Os Dark Apparition Nano Beans,3234,Jackie-Os Pub and Brewery,0.96
61558,Beach Fire Smoked Scotch Ale,23596,Slip Point Brewing,131022,Slip Point Beach-Fire Smoked Scotch Ale,12146,Slip Point Brewing,0.96
64468,Dark Apparition - Kopi Lowak,1432,Jackie O's Pub & Brewery,135148,Jackie-Os Dark Apparition Kopi Lowak,3234,Jackie-Os Pub and Brewery,0.96
64467,Dark Apparition - Coffee,1432,Jackie O's Pub & Brewery,135650,Jackie-Os Dark Apparition Coffee,3234,Jackie-Os Pub and Brewery,0.96
68054,Muskoka Cabin Fever No. 1,661,Lakes Of Muskoka Cottage Brewery,142139,Muskoka Cabin Fever No 1,927,Lakes of Muskoka Cottage Brewery,0.96
64163,Dark Apparition - Tea Bagged,1432,Jackie O's Pub & Brewery,135134,Jackie-Os Dark Apparition Tea Bagged,3234,Jackie-Os Pub and Brewery,0.96
18812,Appenzeller Holzfass Bier,5687,Brauerei Locher AG,6526,Locher Appenzeller Holzfass-Bier,1122,Locher,0.96
34562,Burton Bridge Santi-Freeze,159,Burton Bridge Brewery,29480,Burton Bridge Santi Freeze,1046,Burton Bridge,0.96
47558,Lips Of Faith - Dark Kriek,192,New Belgium Brewing,98806,New Belgium Lips of Faith - Dark Kriek,77,New Belgium Brewing Company,0.96
55063,Imperial Eclipse Stout - Elijah Craig (12 Year),14936,FiftyFifty Brewing Co.,115380,FiftyFifty 2009/2011 Imperial Eclipse Stout (Elijah Craig 12 Year),8711,FiftyFifty Brewing Co.,0.96
28158,Natureland Organic Amber Ale,473,Pacific Western Brewing Company,54893,Pacific Western NatureLand Organic Amber Ale,721,Pacific Western Brewing Company,0.96
49011,Best Of Both Worlds Stout,16186,Triangle Brewing Company,99164,Triangle Best of Both Worlds Stout ,8726,Triangle Brewing Company,0.96
46593,Bourbon Barrel-Aged Porter,16105,Mayflower Brewing Company,99403,Mayflower Bourbon Barrel Aged Porter,8923,Mayflower Brewing Company,0.96
36040,Tipple And Tarrey Irish Red,1178,Great Waters Brewing,71690,Great Waters Tipple and Tarrey Irish Red,2502,Great Waters Brewing,0.96
20453,Ashby Chopp Escuro Export,10312,Cervejaria Ashby - Amparo,41928,Ashby  Chopp Escuro Export,5482,Cervejaria Ashby,0.96
39397,Schlafly Bière De Garde,583,Saint Louis Brewery / Schlafly Tap Room,78176,Schlafly Bière de Garde,1192,Saint Louis Brewery,0.96
45222,Gyre N Gambol Golden Ale,16526,Elk Creek Cafe & Aleworks,94672,Elk Creek Gyre n Gambol Golden Ale,9161,Elk Creek Cafe and Aleworks,0.96
74862,Sapporo Mugi To Hoppu Kuro,284,Sapporo Breweries Ltd.,158355,Sapporo Mugi to Hoppu Kuro,45,Sapporo Breweries,0.96
20510,Transit Of Venus Sunrise Ale,1933,Mishawaka Brewing Company,34269,Mishawaka Transit of Venus Sunrise Ale,1183,Mishawaka Brewing Company,0.96
56784,Robot Bastard!,16589,Spring House Brewing Company,120060,Spring House Robot Bastard,9382,Spring House Brewing Company,0.96
71026,Little Gruesome (aka PB&J),16589,Spring House Brewing Company,160433,Spring House Little Gruesome (aka PB&J ale),9382,Spring House Brewing Company,0.96
57449,Lovibonds Dark Reserve No 1,19318,Lovibonds Brewery Ltd,94549,Lovibonds Dark Reserve No.1,6792,Lovibonds,0.96
40392,Kaltentaler Horn-Zwickl,16603,Kaltentaler Brauhaus,65764,Kaltentaler Horn Zwickl,8060,Kaltentaler Brauhaus,0.96
75623,Imperial Eclipse Stout - Elijah Craig (18 Year),14936,FiftyFifty Brewing Co.,160676,FiftyFifty 2011 Imperial Eclipse Stout (Elijah Craig 18 Year),8711,FiftyFifty Brewing Co.,0.96
40393,Kaltentaler Tuba-Weisse,16603,Kaltentaler Brauhaus,65763,Kaltentaler Tuba Weisse,8060,Kaltentaler Brauhaus,0.96
9443,Ball Of Confusion Wheat,2104,McMenamins,28275,McMenamins Ball of Confusion Wheat,1424,McMenamins Pubs and Breweries,0.96
56859,Soul Export Kegs Gone Wild,1114,Bullfrog Brewery,102771,Bullfrog Soul Export (Kegs Gone Wild),539,Bullfrog Brewery,0.96
52221,Hopcat Oblong Belgian IPA,16713,HopCat,107471,HopCat Oblong Belgian IPA,9845,HopCat,0.96
61653,Sage Against The Machine,16713,HopCat,103088,HopCat Sage Against the Machine,9845,HopCat,0.96
11939,Wild Rose WRaspberry Ale,2593,Wild Rose Brewery & Taproom,4240,Wild Rose Wraspberry Ale,726,Wild Rose Brewery,0.96
26541,Lips Of Faith - Le Terroir,192,New Belgium Brewing,51668,New Belgium Lips of Faith - Le Terroir,77,New Belgium Brewing Company,0.96
76133,Vida Y Muerte Muertzenbier,25544,5 Rabbit Cerveceria,159078,5 Rabbit Vida y Muerte Muertzenbier,12885,5 Rabbit Cerveceria,0.96
41447,Braunstein Heritage 2006,15974,Bryghuset Braunstein,66094,Braunstein Heritage 2005-2006,6365,Bryghuset Braunstein,0.96
76102,Imperial Eclipse Stout - Buffalo Trace Barrel Blend,14936,FiftyFifty Brewing Co.,157826,FiftyFifty 2011 Imperial Eclipse Stout (Buffalo Trace Barrel Blend),8711,FiftyFifty Brewing Co.,0.96
20062,The Beast From The Wood,30,Avery Brewing Company,39371,Avery The Beast From the Wood,15,Avery Brewing Company,0.96
70703,A Mash Made In Heaven IV,24445,Haymarket Pub & Brewery,147268,Haymarket A Mash Made in Heaven IV ,12457,Haymarket Pub & Brewery,0.96
34116,Birra Del Borgo Re Porter,14046,Birra Del Borgo,54758,Birra del Borgo Re Porter,6100,Birra del Borgo,0.96
46794,Ale Of Fergus Version 6.5,18539,Devils Backbone Brewing Company,97346,Devils Backbone Ale of Fergus Version 6.5,10006,Devils Backbone Brewing Company,0.96
34337,City Steam Narvel The Marvel,556,City Steam Brewery Cafe,68252,City Steam Narvel the Marvel,1482,City Steam Brewery Cafe,0.96
23150,City Steam Milk Of Amnesia,556,City Steam Brewery Cafe,46011,City Steam Milk of Amnesia,1482,City Steam Brewery Cafe,0.96
1789,City Steam Blonde On Blonde,556,City Steam Brewery Cafe,19619,City Steam Blonde on Blonde,1482,City Steam Brewery Cafe,0.96
76864,Faust Triple Bourbon Barrel,15526,Hopfenstark,134432,Hopfenstark Faust Triple (Bourbon Barrel),8201,Hopfenstark,0.96
73080,Mountain Livin' Pale Ale,23315,Crazy Mountain Brewing Company,138134,Crazy Mountain Mountain Livin' Pale Ale,11251,Crazy Mountain Brewing Company,0.96
11543,City Steam Rye Me A River,556,City Steam Brewery Cafe,25397,City Steam Rye Me a River,1482,City Steam Brewery Cafe,0.96
65796,Founders Bangin' Berry Cream,1199,Founders Brewing Company,136989,Founders Bangin' Berry Cream Ale,554,Founders Brewing Company,0.96
41816,Founders Barrel-Aged Porter,1199,Founders Brewing Company,82232,Founders Barrel Aged Porter,554,Founders Brewing Company,0.96
18630,Southampton Cuvee Des Fleurs,1628,Southampton Publick House,37625,Southampton Cuvee des Fleurs,790,Southampton Publick House,0.96
7017,Ename Blond,675,Brouwerij Roman N.V.,6399,Ename Blonde,953,Brouwerij Roman,0.96
17794,Chelsea Porter Of Authority,1635,Chelsea Brewing Company,33716,Chelsea Porter of Authority,325,Chelsea Brewing Company,0.96
5567,City Steam Czars And Girls,556,City Steam Brewery Cafe,16216,City Steam Czars and Girls,1482,City Steam Brewery Cafe,0.96
